currency,worktime,sex,isco88,geo\time	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
EUR,PT,F,TOTAL,BE	: 	: 	: 	: 	: 	27506.0 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,F,TOTAL,DE	17100.0 	16500.0 	15705.0 	15300.0 	15200.0 	14900.0 	14600.0 	14200.0 	13900.0 	13700.0 	13408.8 	13142.5 	13315.1 	: 
EUR,PT,F,TOTAL,DK	21252.3 	25886.1 	15452.5 	15973.1 	15150.3 	14893.5 	14023.8 	11805.5 	12385.0 	12665.5 	11156.9 	10946.7 	10848.0 	: 
EUR,PT,F,TOTAL,EL	: 	: 	: 	: 	: 	8392.5 	7931.7 	7382.7 	6902.1 	6206.7 	5859.2 	5148.4 	4685.2 	4384.4 
EUR,PT,F,TOTAL,ES	: 	9285.9 	9047.0 	8846.4 	8320.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,F,TOTAL,IE	: 	18806.0 	: 	15954.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,F,TOTAL,IS	17054.9 	25379.4 	23473.1 	22715.1 	12839.2 	14734.9 	13399.4 	10395.5 	11547.4 	9348.3 	: 	: 	: 	: 
EUR,PT,F,TOTAL,PT	8327 	8059.5 	7630.4 	: 	: 	: 	6938.2 	4423.0 	4133.5 	: 	: 	: 	: 	: 
EUR,PT,F,TOTAL,RO	2305.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,F,TOTAL,SE	19425.0 	19073.5 	18274.9 	17686.1 	17472.2 	25962.1 	24968.2 	24136.7 	25067.1 	: 	: 	: 	: 	: 
EUR,PT,F,TOTAL,SK	: 	3460.0 	2758.0 	2743.3 	2457.7 	1940.8 	2083.3 	1674.2 	1838.8 	1198.2 	1279.0 	1188.1 	: 	: 
EUR,PT,F,TOTAL,UK	: 	14084.0 	: 	: 	12017.8 	11130.2 	11887.2 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO0,AT	: 	: 	14865.0 	4900.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO0,BE	: 	: 	: 	: 	: 	: 	26621.0 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO0,DK	16389.2 	27038.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO0,IE	: 	: 	: 	36282.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO0,RO	: 	: 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO0,SE	38044.8 	39796.7 	39116.7 	42530.3 	42006.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO0,SK	: 	3110.9 	4839.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO1,AT	48364.0 	35154.0 	32180.0 	36603.0 	48009.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO1,DE	45100.0 	44000.0 	43661.0 	24900.0 	24800.0 	24400.0 	23900.0 	23200.0 	22900.0 	22800.0 	22248.7 	21804.7 	22123.6 	: 
EUR,PT,M,ISCO1,DK	56804.4 	54860.5 	49517.1 	48562.6 	39462.9 	39989.8 	39123.5 	34593.7 	32813.9 	31816.3 	34223.3 	33793.7 	32603.6 	: 
EUR,PT,M,ISCO1,EL	: 	: 	: 	: 	: 	26355.8 	26743.1 	29830.2 	: 	25368.1 	23183.1 	22297.2 	22502.9 	21665.8 
EUR,PT,M,ISCO1,ES	: 	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO1,IE	: 	37831.0 	: 	33128.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO1,IS	43753.0 	66130.3 	59947.6 	80007.7 	43790.8 	26777.9 	31938.7 	24347.8 	38581.5 	23847.8 	: 	: 	: 	: 
EUR,PT,M,ISCO1,PT	35514 	34369.8 	28139.8 	: 	: 	: 	23234.8 	16141.0 	14548.3 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO1,RO	3548.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO1,SE	37375.2 	37152.4 	34564.6 	33497.8 	31453.7 	45882.8 	43665.1 	49432.2 	47487.3 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO1,SK	: 	14352.3 	7252.8 	6853.8 	5192.6 	4422.7 	6584.3 	5352.1 	6904.6 	2937.0 	2968.2 	1653.6 	: 	: 
EUR,PT,M,ISCO1,UK	: 	34365.6 	: 	: 	29886.8 	31967.2 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO1-5,AT	25417.0 	24463.1 	32215.0 	22551.0 	25843.0 	27734.0 	26473.0 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO1-5,DE	24100.0 	23700.0 	23316.0 	17900.0 	17900.0 	17700.0 	17400.0 	17000.0 	16900.0 	17000.0 	16885.2 	16627.3 	16900.0 	: 
EUR,PT,M,ISCO1-5,DK	16584.3 	16649.0 	13022.2 	13238.1 	11302.0 	11213.7 	10655.6 	9989.7 	9819.0 	11172.6 	8510.0 	7921.0 	8302.6 	: 
EUR,PT,M,ISCO1-5,EL	: 	: 	: 	: 	: 	9444.9 	9592.7 	9025.4 	8310.1 	7863.1 	7408.4 	6928.4 	6700.5 	6590.9 
EUR,PT,M,ISCO1-5,ES	: 	11759.7 	11254.0 	11452.6 	10839.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO1-5,IE	: 	20040.0 	: 	16421.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO1-5,IS	29854.7 	46376.8 	41909.8 	42924.7 	18917.7 	16408.8 	15202.2 	16199.2 	16190.0 	12736.7 	: 	: 	: 	: 
EUR,PT,M,ISCO1-5,PT	12031 	11811.8 	11048.5 	: 	: 	: 	9098.3 	8592.0 	8163.5 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO1-5,RO	2745.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO1-5,SE	21806.6 	21750.6 	20617.3 	19606.6 	19193.9 	30235.3 	29447.6 	29457.4 	29215.4 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO1-5,SK	: 	4951.8 	3528.5 	3544.8 	2872.4 	2540.5 	2799.8 	2544.5 	3057.9 	1332.7 	1641.4 	2847.3 	: 	: 
EUR,PT,M,ISCO1-5,UK	: 	17779.0 	: 	: 	14916.2 	14838.4 	15490.7 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO2,AT	32408.0 	32021.4 	31243.0 	30244.0 	28196.0 	36100.0 	34426.0 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO2,DE	35000.0 	34300.0 	33770.0 	30300.0 	30200.0 	30000.0 	29400.0 	29000.0 	28600.0 	28300.0 	27910.2 	27380.3 	27756.9 	: 
EUR,PT,M,ISCO2,DK	25132.9 	22619.5 	25490.9 	27280.1 	22455.9 	25031.6 	24649.5 	19573.8 	17858.1 	19046.9 	20480.7 	19257.0 	20918.6 	: 
EUR,PT,M,ISCO2,EL	: 	: 	: 	: 	: 	8285.1 	8275.3 	7652.8 	7071.3 	6503.6 	5941.6 	5712.5 	5763.5 	5547.1 
EUR,PT,M,ISCO2,ES	: 	15963.8 	15053.8 	14032.2 	14187.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO2,IE	: 	33519.0 	: 	35113.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO2,IS	47528.3 	74848.8 	65656.3 	70906.3 	32767.2 	21925.6 	12124.4 	25775.0 	29471.8 	26846.5 	: 	: 	: 	: 
EUR,PT,M,ISCO2,PT	13545 	13341.4 	12628.4 	: 	: 	: 	13520.8 	10993.0 	10608.7 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO2,RO	3686.3 	3425.2 	2518.6 	2071.3 	1638.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO2,SE	28162.4 	26782.0 	26448.7 	25029.7 	24865.0 	41537.5 	41117.3 	45240.4 	40250.6 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO2,SK	: 	4880.0 	3739.1 	4009.6 	3382.7 	2832.0 	2620.2 	1949.0 	2536.4 	1301.4 	1578.7 	1497.7 	: 	: 
EUR,PT,M,ISCO2,UK	: 	26826.5 	: 	: 	18421.6 	18337.0 	19458.4 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO3,AT	25256.0 	26016.3 	44859.0 	24084.0 	27395.0 	26423.0 	22430.0 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO3,DE	25100.0 	24900.0 	24780.0 	17800.0 	17600.0 	17300.0 	16900.0 	16500.0 	16100.0 	16000.0 	15792.6 	15532.1 	15875.7 	: 
EUR,PT,M,ISCO3,DK	21591.6 	23341.6 	20258.3 	23048.8 	14770.0 	13563.1 	18292.2 	16495.6 	15145.8 	14598.7 	13081.9 	11929.7 	11464.6 	: 
EUR,PT,M,ISCO3,EL	: 	: 	: 	: 	: 	12595.7 	12635.6 	11743.3 	10852.1 	9981.7 	9119.8 	8769.3 	8848.0 	8516.8 
EUR,PT,M,ISCO3,ES	: 	10713.8 	11541.1 	8692.8 	10212.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO3,IE	: 	19229.0 	: 	41019.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO3,IS	46979.1 	68389.8 	59514.6 	70983.0 	39766.3 	37359.7 	31135.9 	27790.8 	29453.5 	13946.5 	: 	: 	: 	: 
EUR,PT,M,ISCO3,PT	13952 	13140.0 	12732.7 	: 	: 	: 	9631.9 	9694.0 	9411.2 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO3,RO	1995.6 	1852.9 	2382.4 	1961.9 	1552.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO3,SE	23305.4 	23048.3 	21628.6 	20497.9 	19974.9 	34090.9 	31594.5 	32688.1 	34900.8 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO3,SK	: 	3358.5 	2791.1 	3230.1 	2638.6 	2029.8 	3095.8 	3549.2 	2910.2 	1336.2 	1872.7 	2658.3 	: 	: 
EUR,PT,M,ISCO3,UK	: 	18144.3 	: 	: 	19562.1 	19574.0 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO4,AT	21644.0 	19821.8 	23837.0 	17715.0 	21427.0 	17225.0 	28066.0 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO4,DE	20600.0 	20200.0 	19649.0 	13300.0 	13100.0 	12800.0 	12500.0 	12000.0 	11700.0 	11600.0 	11521.7 	11350.4 	11471.5 	: 
EUR,PT,M,ISCO4,DK	11989.8 	10400.5 	10051.6 	9904.8 	10277.4 	10560.4 	8789.2 	8647.9 	8949.9 	9390.2 	7700.7 	7837.1 	7968.2 	: 
EUR,PT,M,ISCO4,EL	: 	: 	: 	: 	: 	7009.9 	7005.2 	6527.8 	6032.2 	5547.8 	5068.3 	4873.1 	4916.5 	4732.1 
EUR,PT,M,ISCO4,ES	: 	10857.6 	9743.1 	10862.9 	9871.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO4,IE	: 	14730.0 	: 	11139.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO4,IS	18459.3 	25835.9 	22310.8 	22459.4 	22766.0 	23816.8 	30861.9 	12678.8 	12199.3 	9629.4 	: 	: 	: 	: 
EUR,PT,M,ISCO4,PT	8621 	8384.2 	7858.7 	: 	: 	: 	8259.2 	7477.0 	7175.5 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO4,RO	1796.0 	1673.0 	1742.6 	1435.0 	1134.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO4,SE	17050.9 	16537.1 	15339.8 	15241.8 	13962.1 	24091.5 	23647.4 	23315.1 	24300.7 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO4,SK	: 	3523.0 	3094.9 	2906.3 	2359.8 	2157.1 	2506.8 	1853.8 	2592.1 	1348.3 	1744.1 	1116.1 	: 	: 
EUR,PT,M,ISCO4,UK	: 	11774.9 	: 	: 	10564.9 	9796.4 	11206.5 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO5,AT	13396.0 	13349.6 	14459.0 	13040.0 	15280.0 	14572.0 	16775.0 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO5,DE	9300.0 	9100.0 	9070.0 	8100.0 	8000.0 	7900.0 	7700.0 	7400.0 	7300.0 	7200.0 	7052.0 	6969.5 	7169.7 	: 
EUR,PT,M,ISCO5,DK	11561.0 	12573.6 	8250.9 	8459.2 	7874.3 	7473.2 	6776.6 	5878.5 	6711.6 	6419.7 	5535.2 	5408.8 	5421.8 	: 
EUR,PT,M,ISCO5,EL	: 	: 	: 	: 	: 	9757.3 	9686.3 	8776.2 	8108.4 	7456.5 	6811.0 	6547.8 	6408.0 	6356.4 
EUR,PT,M,ISCO5,ES	: 	10404.3 	8474.5 	11517.5 	8914.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO5,IE	: 	16927.0 	: 	13466.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO5,IS	15713.0 	28414.9 	25740.7 	26396.5 	11887.9 	13764.4 	12716.5 	12256.2 	12807.6 	8868.0 	: 	: 	: 	: 
EUR,PT,M,ISCO5,PT	6638 	6494.9 	6203.2 	: 	: 	: 	5384.9 	5265.0 	4906.6 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO5,RO	1554.6 	1442.7 	1174.2 	964.4 	764.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO5,SE	16416.4 	16876.7 	15760.5 	14847.9 	14645.3 	24562.4 	24188.4 	22786.1 	24142.9 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO5,SK	: 	3496.4 	2513.9 	2860.3 	2373.6 	1616.5 	2104.6 	1537.2 	2482.3 	970.2 	1073.8 	274.3 	: 	: 
EUR,PT,M,ISCO5,UK	: 	9408.1 	: 	: 	9283.0 	8805.0 	9058.1 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO6,PT	5761 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO7,AT	17779.0 	22895.1 	22144.0 	18528.0 	18287.0 	22112.0 	19146.0 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO7,DE	20800.0 	20500.0 	20470.0 	15900.0 	15400.0 	15000.0 	14400.0 	13800.0 	13100.0 	13300.0 	13408.8 	13142.5 	13417.6 	: 
EUR,PT,M,ISCO7,DK	22546.6 	22173.9 	20169.2 	19442.3 	16786.9 	17325.0 	16894.6 	15924.1 	17847.8 	14971.8 	14785.9 	13191.8 	13931.7 	: 
EUR,PT,M,ISCO7,EL	: 	: 	: 	: 	: 	9930.0 	9899.3 	9086.3 	8395.7 	7721.4 	7053.6 	6781.7 	6841.7 	6584.7 
EUR,PT,M,ISCO7,ES	: 	9129.1 	9902.6 	10724.7 	10290.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO7,IE	: 	21139.0 	: 	13325.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO7,IS	36209.4 	55791.4 	48974.5 	48510.8 	25577.3 	27229.7 	22820.7 	19353.8 	22385.8 	16587.7 	: 	: 	: 	: 
EUR,PT,M,ISCO7,PT	10218 	9887.6 	8975.8 	: 	: 	: 	9487.2 	5441.0 	5144.1 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO7,RO	2275.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO7,SE	17082.3 	18426.5 	17629.9 	17234.5 	15572.3 	26055.1 	24682.2 	25179.6 	26649.5 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO7,SK	: 	3550.4 	3030.9 	3804.2 	2907.4 	1951.4 	3491.7 	2156.9 	2975.0 	1198.6 	1322.5 	1382.1 	: 	: 
EUR,PT,M,ISCO7,UK	: 	26691.0 	: 	: 	20443.2 	19969.9 	22667.5 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO7-9,AT	17209.0 	21999.7 	18620.0 	16216.0 	16639.0 	23665.0 	20518.0 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO7-9,DE	11800.0 	11600.0 	11437.0 	8300.0 	8100.0 	7900.0 	7700.0 	7500.0 	7200.0 	7300.0 	7250.7 	7168.7 	7272.1 	: 
EUR,PT,M,ISCO7-9,DK	17417.2 	17424.8 	16392.6 	16114.6 	13209.2 	13602.4 	13392.6 	13125.6 	14646.5 	12803.2 	11913.2 	10493.6 	10980.6 	: 
EUR,PT,M,ISCO7-9,EL	: 	: 	: 	: 	: 	8431.7 	8191.5 	7456.4 	7091.5 	6229.8 	5846.1 	5701.4 	5668.6 	5545.2 
EUR,PT,M,ISCO7-9,ES	: 	9112.9 	9078.0 	10205.3 	9285.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO7-9,IE	: 	16963.0 	: 	12571.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO7-9,IS	30765.5 	50074.2 	45225.6 	45187.3 	18735.3 	22701.3 	21164.4 	14566.0 	16867.3 	13132.7 	: 	: 	: 	: 
EUR,PT,M,ISCO7-9,PT	7924 	7688.3 	7209.0 	: 	: 	: 	5268.2 	3782.0 	3569.8 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO7-9,RO	1824.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO7-9,SE	16502.7 	17033.1 	16384.4 	15874.3 	14390.7 	24598.0 	23863.7 	23944.0 	25128.6 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO7-9,SK	: 	3195.4 	2628.6 	2876.6 	2167.4 	1510.8 	3084.6 	1707.8 	2113.5 	1041.3 	1230.2 	1135.7 	: 	: 
EUR,PT,M,ISCO7-9,UK	: 	14883.1 	: 	: 	12480.5 	11975.6 	13577.6 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO8,AT	24833.0 	26541.8 	20412.0 	14834.0 	16683.0 	25692.0 	22857.0 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO8,DE	13500.0 	13200.0 	12720.0 	8600.0 	8400.0 	8200.0 	8000.0 	7700.0 	7400.0 	7400.0 	7350.0 	7168.7 	7374.5 	: 
EUR,PT,M,ISCO8,DK	23016.1 	22763.8 	19089.2 	20710.4 	15647.9 	15800.5 	16959.4 	16584.7 	18062.6 	16019.4 	13132.7 	11804.3 	13193.8 	: 
EUR,PT,M,ISCO8,EL	: 	: 	: 	: 	: 	7011.3 	7002.7 	6461.9 	5970.9 	5491.6 	5016.9 	4823.5 	4866.4 	4683.8 
EUR,PT,M,ISCO8,ES	: 	9681.7 	8748.3 	10848.6 	9101.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO8,IE	: 	20552.0 	: 	15440.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO8,IS	29806.0 	50907.2 	47709.7 	46414.4 	16554.6 	22623.8 	27008.0 	13126.7 	15290.5 	10987.8 	: 	: 	: 	: 
EUR,PT,M,ISCO8,PT	9155 	8848.3 	8312.5 	: 	: 	: 	7782.5 	3888.0 	3696.0 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO8,RO	1738.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO8,SE	19074.2 	18832.4 	18672.3 	17748.3 	16198.6 	25572.4 	25195.7 	25164.1 	26569.9 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO8,SK	: 	3673.4 	2938.1 	3203.8 	2492.0 	1588.5 	3522.7 	2056.4 	2026.5 	1213.6 	1311.9 	1505.4 	: 	: 
EUR,PT,M,ISCO8,UK	: 	16466.0 	: 	: 	15070.9 	13581.1 	15306.2 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO9,AT	13285.0 	19052.5 	14314.0 	14208.0 	14926.0 	24631.0 	19403.0 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO9,DE	7500.0 	7300.0 	7361.0 	6100.0 	6100.0 	5900.0 	5800.0 	5700.0 	5600.0 	5500.0 	5462.9 	5376.5 	5428.5 	: 
EUR,PT,M,ISCO9,DK	12012.0 	11680.0 	10899.6 	10544.7 	9085.9 	9212.9 	8492.8 	8349.3 	9577.7 	8262.0 	8224.2 	7454.7 	7423.6 	: 
EUR,PT,M,ISCO9,EL	: 	: 	: 	: 	: 	5069.6 	5088.2 	4686.7 	4331.1 	3983.7 	3639.7 	3499.9 	3426.0 	3223.5 
EUR,PT,M,ISCO9,ES	: 	8693.0 	8779.8 	9487.6 	8927.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO9,IE	: 	13685.0 	: 	11793.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO9,IS	22283.3 	36813.9 	33785.3 	34590.3 	11386.4 	16106.6 	13865.3 	9059.9 	10746.8 	8681.9 	: 	: 	: 	: 
EUR,PT,M,ISCO9,PT	6479 	6312.6 	6081.7 	: 	: 	: 	4587.7 	3497.0 	3278.2 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO9,RO	1520.7 	1410.4 	1296.7 	1067.1 	844.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO9,SE	13461.5 	13701.9 	12805.8 	12117.2 	11327.1 	22441.0 	21365.6 	21824.1 	22268.7 	: 	: 	: 	: 	: 
EUR,PT,M,ISCO9,SK	: 	2584.7 	2129.0 	2053.7 	1673.7 	1341.7 	2028.7 	1242.4 	1321.2 	909.8 	1107.3 	825.0 	: 	: 
EUR,PT,M,ISCO9,UK	: 	11439.2 	: 	: 	9826.7 	9370.1 	10758.1 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,TOTAL,AT	22839.0 	23723.2 	27267.0 	20616.0 	22690.0 	26332.0 	24516.0 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,TOTAL,BE	: 	: 	: 	: 	: 	28543.0 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,TOTAL,DE	18000.0 	17600.0 	17322.0 	12900.0 	12800.0 	12700.0 	12400.0 	12100.0 	12000.0 	12200.0 	12117.6 	11947.8 	12188.5 	: 
EUR,PT,M,TOTAL,DK	17093.8 	17131.6 	15487.8 	15200.6 	12604.6 	12967.4 	12809.3 	12566.7 	13861.4 	12619.3 	11353.1 	10068.1 	10465.9 	: 
EUR,PT,M,TOTAL,EL	: 	: 	: 	: 	: 	9058.7 	9085.6 	8397.2 	7716.3 	7128.4 	6630.6 	6329.0 	6115.8 	6028.8 
EUR,PT,M,TOTAL,ES	: 	10649.5 	10348.7 	10963.2 	10164.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,TOTAL,IE	: 	18686.0 	: 	14722.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,TOTAL,IS	30452.6 	49012.9 	44222.9 	44548.1 	18785.0 	19136.2 	17805.7 	15111.7 	16631.3 	13013.6 	: 	: 	: 	: 
EUR,PT,M,TOTAL,PT	11589 	11370.7 	10625.9 	: 	: 	: 	7758.8 	7013.0 	6647.0 	: 	: 	: 	: 	: 
EUR,PT,M,TOTAL,RO	2418.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,M,TOTAL,SE	20349.4 	20266.2 	19310.4 	18470.8 	17761.8 	27793.5 	26929.5 	27114.1 	27334.6 	: 	: 	: 	: 	: 
EUR,PT,M,TOTAL,SK	: 	4211.8 	3496.5 	3350.1 	2670.3 	2215.7 	2916.1 	2201.0 	2647.3 	1220.6 	1452.5 	2365.9 	: 	: 
EUR,PT,M,TOTAL,UK	: 	16746.4 	: 	: 	13949.5 	13756.0 	14763.9 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,T,ISCO0,AT	: 	: 	14865.0 	4900.0 	2101.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,T,ISCO0,BE	: 	: 	: 	: 	: 	: 	26410.0 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,T,ISCO0,BG	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,T,ISCO0,DK	18716.6 	27743.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,T,ISCO0,IE	: 	: 	: 	24277.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,T,ISCO0,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	: 	: 	: 	: 	: 
EUR,PT,T,ISCO0,RO	: 	: 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,T,ISCO0,SE	36871.5 	38200.8 	37986.9 	40838.6 	40963.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,T,ISCO0,SK	: 	3280.2 	3427.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,T,ISCO1,AT	32527.0 	25340.4 	23608.0 	27995.0 	33137.0 	26031.0 	26670.0 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,T,ISCO1,BG	5272.0 e	4212.6 	3280.5 	2467.5 	2061.1 	1924.1 	1450.9 	1366.9 	1261.7 	1075.3 	782.1 	549.4 	426.9 	: 
EUR,PT,T,ISCO1,DE	37200.0 	36200.0 	35505.0 	25500.0 	25300.0 	24800.0 	24300.0 	23700.0 	23300.0 	22900.0 	22348.0 	21804.7 	22021.2 	: 
EUR,PT,T,ISCO1,DK	49153.3 	48300.5 	44936.8 	44537.6 	38027.1 	37872.5 	36798.9 	32638.5 	31613.9 	29227.4 	32157.9 	31855.7 	31133.4 	: 
EUR,PT,T,ISCO1,EL	: 	: 	: 	: 	: 	20014.1 	20548.6 	30329.1 	: 	24051.1 	22826.4 	21074.0 	22360.4 	17609.8 
EUR,PT,T,ISCO1,ES	: 	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,T,ISCO1,HU	: 	9776.0 	6932.4 	7246.3 	6679.3 	5653.6 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,T,ISCO1,IE	: 	32275.0 	: 	31030.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,PT,T,ISCO1,IS	41528.2 	57982.4 	52335.9 	69883.7 	39359.7 	27390.0 	28675.1 	22501.3 	34480.6 	23520.9 	: 	: 	: 	: 
EUR,PT,T,ISCO1,MT	9275.0 	9162.0 	5743.0 	6659.7 	8058.4 	8242.4 	9071.0 	10155.1 	4515.0 b	: 	: 	: 	: 	: 
