currency,worktime,sex,isco88,geo\time	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
NAC,PT,M,ISCO7,RO	8378.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,M,ISCO7,SE	164250.0 	170447.0 	163154.0 	159974.0 	142086.0 	237732.0 	226116.0 	233040.0 	225060.0 	: 	: 	: 	: 	: 
NAC,PT,M,ISCO7,SK	: 	3980.4 	3746.0 	4874.2 	3862.4 	2687.5 	4948.4 	3100.1 	4207.0 	1755.5 	1735.7 	1748.5 	: 	: 
NAC,PT,M,ISCO7,UK	: 	18265.8 	: 	: 	13874.0 	13819.0 	14254.0 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,M,ISCO7-9,AT	17209.0 	21999.7 	18620.0 	16216.0 	16639.0 	23665.0 	20518.0 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,M,ISCO7-9,DE	11800.0 	11600.0 	11437.0 	8300.0 	8100.0 	7900.0 	7700.0 	7500.0 	7200.0 	7300.0 	7300.0 	7200.0 	7100.0 	: 
NAC,PT,M,ISCO7-9,DK	129862.9 	129825.0 	122274.0 	120082.8 	98275.0 	101075.0 	99513.9 	97813.0 	109172.0 	95198.0 	89341.0 	78530.0 	80810.0 	: 
NAC,PT,M,ISCO7-9,EL	: 	: 	: 	: 	: 	8431.7 	8191.5 	7456.4 	7005.8 	5955.8 	5674.2 	5176.1 	5083.0 	4930.7 
NAC,PT,M,ISCO7-9,ES	: 	9112.9 	9078.0 	10205.3 	9285.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,M,ISCO7-9,IE	: 	16963.0 	: 	12571.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,M,ISCO7-9,IS	4425000.0 	4388000.0 	3969000.0 	3535000.0 	1632598.0 	1967066.0 	1823944.0 	1273358.0 	1224228.5 	1013579.2 	: 	: 	: 	: 
NAC,PT,M,ISCO7-9,PT	7924 	7688.3 	7209.0 	: 	: 	: 	5268.2 	3782.0 	3569.8 	: 	: 	: 	: 	: 
NAC,PT,M,ISCO7-9,RO	6720.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,M,ISCO7-9,SE	158677.0 	157558.1 	151628.0 	147348.0 	131305.0 	224437.0 	218618.0 	221604.0 	212216.0 	: 	: 	: 	: 	: 
NAC,PT,M,ISCO7-9,SK	: 	3582.5 	3248.8 	3685.6 	2879.4 	2080.6 	4371.5 	2454.6 	2988.8 	1525.1 	1614.6 	1436.8 	: 	: 
NAC,PT,M,ISCO7-9,UK	: 	10185.1 	: 	: 	8470.0 	8287.0 	8538.0 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,M,ISCO8,AT	24833.0 	26541.8 	20412.0 	14834.0 	16683.0 	25692.0 	22857.0 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,M,ISCO8,DE	13500.0 	13200.0 	12720.0 	8600.0 	8400.0 	8200.0 	8000.0 	7700.0 	7400.0 	7400.0 	7400.0 	7200.0 	7200.0 	: 
NAC,PT,M,ISCO8,DK	171607.7 	169604.0 	142388.0 	154329.5 	116419.0 	117409.0 	126016.5 	123591.0 	134635.0 	119112.0 	98486.0 	88339.0 	97098.0 	: 
NAC,PT,M,ISCO8,EL	: 	: 	: 	: 	: 	7011.3 	7002.7 	6461.9 	5898.7 	5250.0 	4869.4 	4379.1 	4363.6 	4164.7 
NAC,PT,M,ISCO8,ES	: 	9681.7 	8748.3 	10848.6 	9101.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,M,ISCO8,IE	: 	20552.0 	: 	15440.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,M,ISCO8,IS	4287000.0 	4461000.0 	4187000.0 	3631000.0 	1442572.0 	1960354.0 	2327546.0 	1147532.4 	1109786.0 	848041.6 	: 	: 	: 	: 
NAC,PT,M,ISCO8,PT	9155 	8848.3 	8312.5 	: 	: 	: 	7782.5 	3888.0 	3696.0 	: 	: 	: 	: 	: 
NAC,PT,M,ISCO8,RO	6401.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,M,ISCO8,SE	183402.0 	174202.0 	172801.0 	164743.0 	147801.0 	233328.0 	230820.0 	232896.0 	224388.0 	: 	: 	: 	: 	: 
NAC,PT,M,ISCO8,SK	: 	4118.3 	3631.4 	4104.9 	3310.6 	2187.6 	4992.3 	2955.7 	2865.7 	1777.5 	1721.8 	1904.5 	: 	: 
NAC,PT,M,ISCO8,UK	: 	11268.3 	: 	: 	10228.0 	9398.0 	9625.0 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,M,ISCO9,AT	13285.0 	19052.5 	14314.0 	14208.0 	14926.0 	24631.0 	19403.0 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,M,ISCO9,DE	7500.0 	7300.0 	7361.0 	6100.0 	6100.0 	5900.0 	5800.0 	5700.0 	5600.0 	5500.0 	5500.0 	5400.0 	5300.0 	: 
NAC,PT,M,ISCO9,DK	89561.5 	87023.0 	81301.0 	78577.1 	67598.0 	68458.0 	63105.5 	62220.0 	71390.0 	61432.0 	61676.0 	55788.0 	54633.0 	: 
NAC,PT,M,ISCO9,EL	: 	: 	: 	: 	: 	5069.6 	5088.2 	4686.7 	4278.7 	3808.5 	3532.7 	3177.4 	3072.0 	2866.3 
NAC,PT,M,ISCO9,ES	: 	8693.0 	8779.8 	9487.6 	8927.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,M,ISCO9,IE	: 	13685.0 	: 	11793.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,M,ISCO9,IS	3205000.0 	3226000.0 	2965000.0 	2706000.0 	992208.0 	1395638.0 	1194910.0 	792020.5 	780000.0 	670071.5 	: 	: 	: 	: 
NAC,PT,M,ISCO9,PT	6479 	6312.6 	6081.7 	: 	: 	: 	4587.7 	3497.0 	3278.2 	: 	: 	: 	: 	: 
NAC,PT,M,ISCO9,RO	5600.0 	4704.0 	4572.0 	3864.0 	3420.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,M,ISCO9,SE	129435.0 	126744.0 	118510.0 	112474.0 	103352.0 	204756.0 	195732.0 	201984.0 	188064.0 	: 	: 	: 	: 	: 
NAC,PT,M,ISCO9,SK	: 	2897.7 	2631.3 	2631.3 	2223.5 	1847.8 	2875.1 	1785.8 	1868.3 	1332.6 	1453.4 	1043.8 	: 	: 
NAC,PT,M,ISCO9,UK	: 	7828.3 	: 	: 	6669.0 	6484.0 	6765.0 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,M,TOTAL,AT	22839.0 	23723.2 	27267.0 	20616.0 	22690.0 	26332.0 	24516.0 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,M,TOTAL,BE	: 	: 	: 	: 	: 	28543.0 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,M,TOTAL,DE	18000.0 	17600.0 	17322.0 	12900.0 	12800.0 	12700.0 	12400.0 	12100.0 	12000.0 	12200.0 	12200.0 	12000.0 	11900.0 	: 
NAC,PT,M,TOTAL,DK	127451.0 	127641.0 	115525.0 	113271.5 	93777.0 	96357.0 	95179.8 	93648.0 	103320.0 	93831.0 	85140.0 	75346.0 	77022.0 	: 
NAC,PT,M,TOTAL,EL	: 	: 	: 	: 	: 	9058.7 	9085.6 	8397.2 	7623.0 	6814.8 	6435.6 	5745.9 	5484.0 	5360.7 
NAC,PT,M,TOTAL,ES	: 	10649.5 	10348.7 	10963.2 	10164.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,M,TOTAL,IE	: 	18686.0 	: 	14722.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,M,TOTAL,IS	4380000.0 	4295000.0 	3881000.0 	3485000.0 	1636929.0 	1658151.0 	1534498.0 	1321068.8 	1207101.3 	1004392.7 	: 	: 	: 	: 
NAC,PT,M,TOTAL,PT	11589 	11370.7 	10625.9 	: 	: 	: 	7758.8 	7013.0 	6647.0 	: 	: 	: 	: 	: 
NAC,PT,M,TOTAL,RO	8908.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,M,TOTAL,SE	195664.0 	187464.6 	178706.0 	171450.0 	162064.0 	253593.0 	246704.0 	250944.0 	230846.0 	: 	: 	: 	: 	: 
NAC,PT,M,TOTAL,SK	: 	4722.0 	4321.4 	4292.3 	3547.4 	3051.5 	4132.6 	3163.4 	3743.6 	1787.7 	1906.5 	2993.2 	: 	: 
NAC,PT,M,TOTAL,UK	: 	11460.2 	: 	: 	9467.0 	9519.0 	9284.0 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO0,AT	: 	: 	14865.0 	4900.0 	2101.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO0,BE	: 	: 	: 	: 	: 	: 	26410.0 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO0,BG	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO0,DK	139551.1 	206702.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO0,IE	: 	: 	: 	24277.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO0,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	: 	: 	: 	: 	: 
NAC,PT,T,ISCO0,RO	: 	: 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO0,SE	354527.0 	353361.0 	351546.0 	379072.0 	373764.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO0,SK	: 	3677.5 	4236.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO1,AT	32527.0 	25340.4 	23608.0 	27995.0 	33137.0 	26031.0 	26670.0 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO1,BG	10311.0 e	8239.0 	6416.0 	4826.0 	4026.0 	3750.0 	2828.0 	2663.0 	2463.0 	2103.0 	1540.0 	1039.0 	95.0 	: 
NAC,PT,T,ISCO1,DE	37200.0 	36200.0 	35505.0 	25500.0 	25300.0 	24800.0 	24300.0 	23700.0 	23300.0 	22900.0 	22500.0 	21900.0 	21500.0 	: 
NAC,PT,T,ISCO1,DK	366486.6 	359868.0 	335188.0 	331885.0 	282918.0 	281419.0 	273434.4 	243225.0 	235644.0 	217320.0 	241162.0 	238396.0 	229121.0 	: 
NAC,PT,T,ISCO1,EL	: 	: 	: 	: 	: 	20014.1 	20548.6 	30329.1 	: 	22993.3 	22155.2 	19132.3 	20050.3 	15658.3 
NAC,PT,T,ISCO1,ES	: 	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO1,HU	: 	2457197.0 	1831967.6 	1797433.0 	1680918.0 	1433874.0 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO1,IE	: 	32275.0 	: 	31030.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO1,IS	5973000.0 	5081000.0 	4593000.0 	5467000.0 	3429801.0 	2373340.0 	2471217.0 	1967066.0 	2502602.0 	1815345.6 	: 	: 	: 	: 
NAC,PT,T,ISCO1,MT	9275.0 	9162.0 	5743.0 	6669.0 	8034.0 	8181.0 	8640.0 	9533.0 	4250.0 b	: 	: 	: 	: 	: 
NAC,PT,T,ISCO1,PT	33996 	32860.1 	28152.1 	: 	: 	: 	23378.3 	14939.0 	13451.2 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO1,RO	12820.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO1,SE	318008.0 	303124.0 	280763.0 	281797.0 	260211.0 	379104.0 	371568.0 	390768.0 	366024.0 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO1,SK	: 	10033.7 	6801.2 	6587.9 	5565.6 	4704.1 	6333.6 	5741.7 	7625.5 	4129.9 	3655.4 	1530.4 	: 	: 
NAC,PT,T,ISCO1,UK	: 	19291.0 	: 	: 	17220.0 	17783.0 	17034.0 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO1-5,AT	18435.0 	17840.8 	18361.0 	16865.0 	16978.0 	17367.0 	16793.0 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO1-5,BG	4014.0 e	3358.0 	2618.0 	2083.0 	1711.0 	1591.0 	1375.0 	1440.0 	1349.0 	1225.0 	896.0 	645.0 	57.0 	: 
NAC,PT,T,ISCO1-5,DE	20800.0 	20100.0 	19199.0 	18000.0 	17800.0 	17600.0 	17200.0 	16800.0 	16500.0 	16200.0 	16000.0 	15600.0 	15400.0 	: 
NAC,PT,T,ISCO1-5,DK	162695.3 	188462.0 	118988.0 	122599.0 	114338.0 	113828.0 	109971.0 	91349.0 	89310.0 	106376.0 	82836.0 	84150.0 	84259.0 	: 
NAC,PT,T,ISCO1-5,EL	: 	: 	: 	: 	: 	9289.8 	8979.0 	8338.5 	7601.4 	6774.3 	6393.4 	5414.0 	4978.2 	4741.3 
NAC,PT,T,ISCO1-5,ES	: 	10308.1 	10150.5 	9766.7 	9233.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO1-5,HU	: 	1266121.0 	1141066.8 	997848.0 	933300.0 	837219.0 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO1-5,IE	: 	19855.0 	: 	17042.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO1-5,IS	3177000.0 	2947000.0 	2668000.0 	2246000.0 	1254004.0 	1320513.0 	1191953.0 	1127725.2 	941003.7 	829162.7 	: 	: 	: 	: 
NAC,PT,T,ISCO1-5,MT	4812.0 	4693.0 	4390.0 	3862.0 	4199.0 	4507.0 	3449.0 	3477.0 	3059.0 b	: 	: 	: 	: 	: 
NAC,PT,T,ISCO1-5,PT	10368 	10103.6 	9510.8 	: 	: 	: 	8703.8 	6336.0 	6039.8 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO1-5,RO	9839.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO1-5,SE	195397.0 	185306.0 	177447.0 	172045.0 	166417.0 	251773.0 	243882.0 	239209.0 	223579.0 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO1-5,SK	: 	4714.3 	3939.3 	4063.8 	3705.8 	3139.3 	3459.0 	2892.9 	3418.4 	1940.8 	1916.8 	2738.9 	: 	: 
NAC,PT,T,ISCO1-5,UK	: 	10603.2 	: 	: 	8889.0 	8501.0 	8203.0 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO2,AT	28256.0 	27507.4 	25038.0 	26078.0 	26933.0 	25229.0 	26113.0 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO2,BG	6381.0 e	5128.0 	4108.0 	3349.0 	2894.0 	2612.0 	2003.0 	2050.0 	1757.0 	1474.0 	1104.0 	735.0 	66.0 	: 
NAC,PT,T,ISCO2,DE	32400.0 	31500.0 	30768.0 	29700.0 	29600.0 	29400.0 	28900.0 	28500.0 	28100.0 	27600.0 	27300.0 	26700.0 	26200.0 	: 
NAC,PT,T,ISCO2,DK	193644.8 	210386.0 	192395.0 	209665.0 	186127.0 	204493.0 	219707.3 	153992.0 	149507.0 	156471.0 	174209.0 	171248.0 	176202.0 	: 
NAC,PT,T,ISCO2,EL	: 	: 	: 	: 	: 	7638.6 	7317.7 	6804.9 	6023.6 	5328.9 	4924.9 	4291.3 	3976.4 	3727.0 
NAC,PT,T,ISCO2,ES	: 	15364.0 	14949.3 	13573.6 	12796.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO2,HU	: 	1762602.0 	1563240.8 	1533772.0 	1438402.0 	1373495.0 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO2,IE	: 	31301.0 	: 	29470.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO2,IS	5949000.0 	5684000.0 	4923000.0 	4756000.0 	2539579.0 	2811380.0 	2433021.0 	1991960.4 	2185868.0 	1987345.0 	: 	: 	: 	: 
NAC,PT,T,ISCO2,MT	6763.0 	6009.0 	6137.0 	4695.0 	4037.0 	5844.0 	3408.0 	5206.0 	3178.0 b	: 	: 	: 	: 	: 
NAC,PT,T,ISCO2,PT	13526 	13270.5 	12605.4 	: 	: 	: 	12974.7 	10497.0 	10119.4 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO2,RO	12701.0 	10308.0 	7944.0 	6780.0 	6132.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO2,SE	249554.0 	232556.0 	227662.0 	219786.0 	213305.0 	344196.0 	336072.0 	357888.0 	311052.0 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO2,SK	: 	5091.5 	4560.2 	4838.6 	4468.3 	3570.9 	3490.7 	2637.7 	2980.8 	2066.9 	2063.2 	1875.9 	: 	: 
NAC,PT,T,ISCO2,UK	: 	18125.7 	: 	: 	12781.0 	12552.0 	12061.0 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO3,AT	19965.0 	19934.5 	22695.0 	18493.0 	18277.0 	18725.0 	17467.0 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO3,BG	4978.0 e	3958.0 	3171.0 	2506.0 	2201.0 	2047.0 	1699.0 	1742.0 	1599.0 	1437.0 	1103.0 	713.0 	59.0 	: 
NAC,PT,T,ISCO3,DE	22700.0 	21900.0 	20510.0 	19200.0 	19100.0 	18900.0 	18600.0 	18200.0 	17900.0 	17600.0 	17400.0 	17000.0 	16900.0 	: 
NAC,PT,T,ISCO3,DK	195434.5 	233507.0 	165713.0 	174916.2 	149215.0 	139855.0 	163662.9 	136346.0 	132507.0 	136562.0 	116406.0 	131774.0 	103635.0 	: 
NAC,PT,T,ISCO3,EL	: 	: 	: 	: 	: 	13668.0 	13271.9 	12387.5 	11473.0 	10029.8 	9591.6 	8538.7 	8010.9 	7583.2 
NAC,PT,T,ISCO3,ES	: 	10393.3 	11169.9 	8242.3 	9574.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO3,HU	: 	1271726.0 	1028926.8 	1009530.0 	894236.0 	811789.0 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO3,IE	: 	24400.0 	: 	25646.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO3,IS	4775000.0 	4335000.0 	3871000.0 	3750000.0 	2577288.0 	2345860.0 	2097335.0 	1695989.1 	1456660.0 	1097265.6 	: 	: 	: 	: 
NAC,PT,T,ISCO3,MT	5087.0 	5525.0 	5012.0 	4402.0 	4987.0 	4866.0 	4183.0 	3564.0 	3274.0 b	: 	: 	: 	: 	: 
NAC,PT,T,ISCO3,PT	13540 	12875.0 	12116.8 	: 	: 	: 	13079.7 	8964.0 	8623.7 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO3,RO	8674.0 	7044.0 	6684.0 	5712.0 	5160.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO3,SE	211516.0 	201624.0 	190310.0 	185336.0 	180439.0 	279252.0 	270816.0 	261612.0 	252912.0 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO3,SK	: 	3988.4 	3600.0 	3971.5 	3761.5 	3193.4 	3855.2 	3535.8 	3648.6 	2014.7 	2600.9 	2645.1 	: 	: 
NAC,PT,T,ISCO3,UK	: 	13399.1 	: 	: 	11845.0 	11638.0 	11619.0 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO4,AT	17353.0 	17103.3 	17417.0 	16064.0 	16116.0 	16906.0 	17022.0 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO4,BG	3126.0 e	2545.0 	2008.0 	1482.0 	1252.0 	1200.0 	1013.0 	1082.0 	1053.0 	992.0 	728.0 	503.0 	47.0 	: 
NAC,PT,T,ISCO4,DE	19800.0 	19100.0 	18260.0 	17000.0 	16800.0 	16400.0 	16000.0 	15600.0 	15200.0 	15000.0 	14700.0 	14400.0 	14100.0 	: 
NAC,PT,T,ISCO4,DK	150700.2 	149984.0 	136354.0 	140388.5 	140081.0 	152478.0 	138979.4 	120838.0 	120558.0 	124889.0 	108008.0 	114723.0 	116053.0 	: 
NAC,PT,T,ISCO4,EL	: 	: 	: 	: 	: 	7689.5 	7347.1 	6874.2 	6291.8 	5321.5 	5054.7 	4536.9 	4176.1 	3907.5 
NAC,PT,T,ISCO4,ES	: 	9688.3 	9163.9 	9699.6 	8809.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO4,HU	: 	962970.0 	830934.2 	815270.0 	760439.0 	670802.0 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO4,IE	: 	17889.0 	: 	15944.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO4,IS	2495000.0 	2336000.0 	2002000.0 	1837000.0 	1706802.0 	1786477.0 	1606408.0 	1100050.5 	943170.0 	821651.7 	: 	: 	: 	: 
NAC,PT,T,ISCO4,MT	4470.0 	4565.0 	4390.0 	3972.0 	4009.0 	4472.0 	3257.0 	3207.0 	3374.0 b	: 	: 	: 	: 	: 
NAC,PT,T,ISCO4,PT	8564 	8240.5 	7814.5 	: 	: 	: 	9245.8 	5837.0 	5609.7 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO4,RO	6836.0 	5556.0 	5664.0 	4836.0 	4368.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO4,SE	170607.0 	161435.0 	153681.0 	150514.0 	143060.0 	229740.0 	219576.0 	215076.0 	205344.0 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO4,SK	: 	4450.3 	4126.3 	3703.4 	3464.2 	3084.8 	3205.3 	2536.7 	3246.7 	1886.5 	1681.1 	1488.9 	: 	: 
NAC,PT,T,ISCO4,UK	: 	9146.1 	: 	: 	8254.0 	8029.0 	7931.0 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO5,AT	14093.0 	13385.8 	12724.0 	12116.0 	12239.0 	13451.0 	12584.0 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO5,BG	2256.0 e	1930.0 	1452.0 	1164.0 	951.0 	879.0 	731.0 	765.0 	740.0 	692.0 	443.0 	375.0 	35.0 	: 
NAC,PT,T,ISCO5,DE	12300.0 	12000.0 	11560.0 	11300.0 	11200.0 	10900.0 	10700.0 	10300.0 	10100.0 	9900.0 	9800.0 	9600.0 	9400.0 	: 
NAC,PT,T,ISCO5,DK	143972.1 	167524.0 	73110.0 	72588.4 	67909.0 	67828.0 	62160.6 	52363.0 	59144.0 	62262.0 	51274.0 	52681.0 	50570.0 	: 
NAC,PT,T,ISCO5,EL	: 	: 	: 	: 	: 	10395.6 	9887.4 	8977.1 	8061.2 	6826.3 	6318.0 	5540.0 	5067.7 	4840.9 
NAC,PT,T,ISCO5,ES	: 	9063.8 	8027.9 	8818.3 	7826.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO5,HU	: 	725205.0 	597229.6 	585971.0 	538995.0 	512581.0 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO5,IE	: 	15546.0 	: 	11477.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO5,IS	1979000.0 	1998000.0 	1868000.0 	1602000.0 	933593.0 	1059251.0 	960175.0 	944617.8 	781183.0 	685901.0 	: 	: 	: 	: 
NAC,PT,T,ISCO5,MT	3750.0 	3711.0 	3446.0 	3138.0 	3543.0 	3609.0 	2764.0 	2755.0 	2487.0 b	: 	: 	: 	: 	: 
NAC,PT,T,ISCO5,PT	6080 	5856.4 	5606.3 	: 	: 	: 	6160.3 	4467.0 	4193.0 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO5,RO	5803.0 	4716.0 	4356.0 	3720.0 	3360.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO5,SE	171088.0 	162543.0 	156480.0 	150799.0 	147484.0 	221664.0 	216864.0 	209496.0 	200112.0 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO5,SK	: 	3550.8 	2810.0 	3335.4 	3017.3 	2373.4 	2885.1 	2202.5 	2608.1 	1674.4 	1256.4 	3572.0 	: 	: 
NAC,PT,T,ISCO5,UK	: 	6898.0 	: 	: 	6286.0 	5920.0 	5629.0 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO6,PT	7182 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO7,AT	15327.0 	17916.9 	17603.0 	15458.0 	15640.0 	17760.0 	15114.0 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO7,BG	3287.0 e	2529.0 	1982.0 	1613.0 	1299.0 	1248.0 	1097.0 	1111.0 	1242.0 	1123.0 	992.0 	620.0 	53.0 	: 
NAC,PT,T,ISCO7,DE	17100.0 	16800.0 	16707.0 	13100.0 	12700.0 	12400.0 	11900.0 	11400.0 	10900.0 	10900.0 	10800.0 	10600.0 	10500.0 	: 
NAC,PT,T,ISCO7,DK	164542.5 	162724.0 	148608.0 	143006.3 	124244.0 	128198.0 	124585.9 	117708.0 	132926.0 	110650.0 	110184.0 	97737.0 	99625.0 	: 
NAC,PT,T,ISCO7,EL	: 	: 	: 	: 	: 	9816.3 	9626.0 	9001.1 	8251.1 	7430.9 	7076.5 	6010.3 	5851.2 	5516.5 
NAC,PT,T,ISCO7,ES	: 	9117.2 	9559.8 	10623.2 	9130.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO7,HU	: 	686604.0 	662806.9 	561261.0 	504669.0 	471174.0 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO7,IE	: 	17753.0 	: 	13173.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO7,IS	4818000.0 	4570000.0 	3964000.0 	3449000.0 	1899750.0 	1773829.0 	1507232.0 	1419817.4 	1309577.0 	1059273.2 	: 	: 	: 	: 
NAC,PT,T,ISCO7,MT	4020.0 	4762.0 	3833.0 	4349.0 	4639.0 	4235.0 	2726.0 	3472.0 	1473.0 b	: 	: 	: 	: 	: 
NAC,PT,T,ISCO7,PT	9445 	9121.5 	8137.7 	: 	: 	: 	5934.0 	4498.0 	4213.0 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO7,RO	7605.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO7,SE	164793.0 	164850.0 	159354.0 	155479.0 	140188.0 	232740.0 	223848.0 	223872.0 	216096.0 	: 	: 	: 	: 	: 
NAC,PT,T,ISCO7,SK	: 	3696.6 	3470.6 	4352.1 	3768.1 	2454.8 	4300.4 	3170.1 	3589.5 	1821.4 	1679.1 	1621.9 	: 	: 
NAC,PT,T,ISCO7,UK	: 	16420.1 	: 	: 	12002.0 	11795.0 	12154.0 	: 	: 	: 	: 	: 	: 	: 
