currency,sizeclas,worktime,sex,nace_r2,geo\time	2011 	2010 	2009 	2008 	2007 	2006 	2005 
EUR,TOTAL,TOT_FTE,M,N,SE	33658 	32140 	27821 	31852 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,N,SK	8528 	8107 	7951 	7494 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O,BG	5809 	5683 	5400 	5152 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O,CH	: 	78027 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O,CY	34074 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O,CZ	13861 	13937 	13434 	13856 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O,ES	30545 	30530 	29953 	29535 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O,HR	: 	15906 	15999 	15658 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O,IE	: 	: 	54592 	54029 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O,LT	9586 	9471 	10047 	11070 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O,LV	9106 	8689 	9816 	11831 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O,NL	48419 	48342 	47844 	46923 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O,NO	: 	: 	51484 	53005 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O,RO	7111 	7141 	7854 	9900 	9139 	7239 	5193 
EUR,TOTAL,TOT_FTE,M,O,SE	44716 	41718 	36691 	39557 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O,SK	12501 	13696 	13318 	11338 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O-S,BG	5124 	5035 	4846 	4381 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O-S,CH	: 	71839 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O-S,CY	35411 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O-S,CZ	13772 	13614 	12883 	12976 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O-S,ES	30326 	30543 	28972 	28227 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O-S,HR	: 	15782 	15879 	15667 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O-S,IE	: 	: 	52561 	52816 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O-S,LT	8423 	8290 	8687 	9007 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O-S,LV	8547 	7989 	8732 	10231 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O-S,NL	48467 	47986 	47386 	45964 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O-S,NO	: 	: 	51017 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O-S,RO	5726 	5873 	6551 	7667 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O-S,SE	42011 	39149 	34262 	36941 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,O-S,SK	11364 	11875 	11421 	9596 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P,BG	4992 	5027 	4786 	4112 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P,CH	: 	80930 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P,CY	46448 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P,CZ	13836 	13602 	13059 	13136 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P,ES	29132 	30916 	27993 	26580 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P,HR	: 	15055 	15046 	14951 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P,IE	: 	: 	60435 	58035 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P,LT	7211 	7155 	7274 	7019 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P,LV	8101 	7005 	7771 	9567 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P,NL	51006 	50234 	49699 	47213 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P,NO	: 	: 	51073 	52384 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P,RO	5654 	5938 	6821 	7739 	6624 	5503 	4050 
EUR,TOTAL,TOT_FTE,M,P,SE	39186 	36552 	32055 	34276 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P,SK	9791 	9570 	9352 	8063 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P-S,BG	4815 	4729 	4560 	3955 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P-S,CH	: 	68316 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P-S,CY	37224 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P-S,CZ	13699 	13312 	12383 	12196 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P-S,ES	30150 	30482 	28143 	27171 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P-S,HR	: 	15641 	15747 	15677 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P-S,IE	: 	: 	51344 	52145 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P-S,LT	7590 	7398 	7667 	7506 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P-S,LV	8072 	7324 	7767 	8912 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P-S,NL	48501 	47730 	47063 	45292 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P-S,NO	: 	: 	50802 	52310 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P-S,RO	5207 	5364 	5996 	6729 	5911 	4819 	3629 
EUR,TOTAL,TOT_FTE,M,P-S,SE	40956 	38166 	33328 	35927 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,P-S,SK	10214 	10034 	9685 	8762 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,Q,BG	5594 	5438 	5449 	4724 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,Q,CH	: 	64218 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,Q,CY	43755 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,Q,CZ	16087 	14533 	13728 	13182 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,Q,ES	34701 	35102 	32975 	31849 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,Q,HR	: 	18147 	18427 	18564 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,Q,IE	: 	: 	50593 	52202 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,Q,LT	9343 	8736 	9278 	9308 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,Q,LV	8410 	8184 	8492 	9573 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,Q,NL	48876 	48149 	47475 	46280 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,Q,NO	: 	: 	50821 	52446 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,Q,RO	5098 	5150 	5618 	6028 	5372 	4254 	3211 
EUR,TOTAL,TOT_FTE,M,Q,SE	43795 	40875 	35728 	38368 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,Q,SK	11797 	11650 	10821 	9841 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,R,BG	4283 	4048 	3796 	3199 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,R,CH	: 	56509 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,R,CY	25999 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,R,CZ	10351 	10295 	9636 	10136 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,R,ES	24155 	25220 	21569 	21576 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,R,HR	: 	13856 	14000 	13807 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,R,IE	: 	: 	: c	: c	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,R,LT	6170 	6131 	6638 	6676 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,R,LV	7517 	7055 	7274 	8355 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,R,NL	42157 	41306 	41019 	40110 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,R,NO	: 	: 	47273 	49099 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,R,RO	4302 	4361 	4939 	5439 	5087 	3754 	3347 
EUR,TOTAL,TOT_FTE,M,R,SE	35735 	32800 	28269 	31536 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,R,SK	9405 	9194 	9358 	9763 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,S,BG	3251 	3050 	2952 	2611 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,S,CH	: 	63186 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,S,CY	24922 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,S,CZ	10546 	11590 	9317 	8701 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,S,ES	24181 	24727 	21383 	21086 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,S,HR	: 	12606 	12741 	12613 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,S,IE	: 	: c	: c	: c	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,S,LT	6843 	6730 	7021 	6815 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,S,LV	7831 	6979 	6884 	5643 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,S,NL	43462 	42526 	40941 	39035 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,S,NO	: 	: 	52318 	53623 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,S,RO	3786 	3680 	3693 	3865 	3522 	2907 	2254 
EUR,TOTAL,TOT_FTE,M,S,SE	41275 	38587 	33232 	36352 	: 	: 	: 
EUR,TOTAL,TOT_FTE,M,S,SK	8227 	8239 	8159 	7330 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B,BG	7058 	6307 	5754 	5191 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B,CH	: 	56023 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B,CY	31293 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B,CZ	15333 	14366 	12852 	14080 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B,EE	13003 	11785 	10554 	11469 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B,ES	30019 	29000 	27794 	27299 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B,HR	: 	16267 	16077 	15727 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B,IE	: 	: c	: c	: c	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B,IT	: 	35172 	33476 	32004 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B,LT	8741 	8335 	8730 	9911 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B,LV	8804 	8611 	8559 	8811 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B,MT	: 	: 	: 	17143 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B,NL	92051 	81610 	77707 	80320 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B,NO	89319 	85991 	77539 	75915 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B,PL	19327 	17477 	15826 	18509 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B,RO	10191 	9603 	9061 	10124 	8883 	6889 	5498 
EUR,TOTAL,TOT_FTE,T,B,SE	49552 	45767 	38136 	40498 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B,SI	23740 	22860 	21974 	21784 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B,SK	11350 	10815 	10551 	9984 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-E,BG	4035 	3817 	3545 	3230 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-E,CH	: 	55918 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-E,CY	22997 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-E,CZ	11903 	11219 	10271 	10640 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-E,EE	9943 	9394 	8904 	9253 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-E,ES	27251 	26670 	25710 	25117 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-E,HR	: 	11341 	11272 	11215 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-E,IE	: 	: 	43361 	41696 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-E,IT	: 	29187 	28161 	27482 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-E,LT	7236 	7039 	7120 	7322 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-E,LV	7765 	7422 	7384 	7510 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-E,MT	: 	: 	: 	18019 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-E,NL	44300 	42841 	42082 	41464 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-E,NO	: 	: 	53033 	53178 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-E,PL	10134 	9786 	8580 	10120 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-E,RO	5682 	5358 	4898 	5155 	4638 	3659 	3112 
EUR,TOTAL,TOT_FTE,T,B-E,SE	43024 	39691 	34391 	36641 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-E,SI	16907 	16322 	15064 	14846 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-E,SK	10672 	10158 	9553 	9023 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-F,BG	3974 	3771 	3523 	3127 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-F,CH	: 	54595 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-F,CY	25328 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-F,CZ	11765 	11103 	10221 	10547 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-F,EE	9985 	9428 	8989 	9641 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-F,ES	26041 	25317 	24513 	23552 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-F,HR	: 	11049 	11005 	10996 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-F,IE	: 	: 	43090 	42640 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-F,IT	: 	27598 	26673 	25953 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-F,LT	7011 	6770 	6942 	7678 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-F,LV	7679 	7335 	7417 	7544 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-F,MT	: 	: 	: 	15911 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-F,NL	43957 	42745 	42213 	41242 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-F,NO	: 	: 	50774 	51446 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-F,PL	9781 	9469 	8335 	9846 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-F,RO	5497 	5139 	4704 	5142 	4562 	3574 	3039 
EUR,TOTAL,TOT_FTE,T,B-F,SE	42223 	38834 	33642 	36114 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-F,SI	16529 	15960 	14818 	14629 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-F,SK	10510 	10041 	9489 	8945 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-N,BG	4198 	3935 	3681 	3279 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-N,CH	: 	54145 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-N,CY	25544 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-N,CZ	12021 	11394 	10596 	10930 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-N,EE	10215 	9564 	9359 	9897 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-N,ES	24509 	24251 	23714 	22906 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-N,HR	: 	12113 	11969 	11979 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-N,IE	: 	: 	39473 	40826 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-N,IT	: 	28230 	27419 	26845 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-N,LT	6949 	6735 	6895 	7398 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-N,LV	8027 	7682 	7832 	7904 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-N,MT	: 	: 	: 	15304 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-N,NL	42363 	41234 	40777 	39646 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-N,NO	: 	: 	49514 	50818 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-N,PL	9702 	9435 	8399 	9868 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-N,RO	5716 	5408 	4964 	5455 	4828 	3717 	3155 
EUR,TOTAL,TOT_FTE,T,B-N,SE	41672 	38649 	33613 	36312 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-N,SI	17373 	16915 	16079 	15796 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-N,SK	10932 	10514 	10162 	9551 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S,BG	4237 	4008 	3767 	3368 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S,CH	: 	55777 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S,CY	27683 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S,CZ	11996 	11397 	10673 	10937 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S,EE	10079 	9517 	9407 	9916 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S,ES	25133 	24875 	24342 	23460 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S,HR	: 	12682 	12557 	12511 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S,IE	: 	: 	40379 	40775 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S,LT	7146 	6946 	7184 	7514 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S,LV	7891 	7535 	7856 	8208 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S,MT	: 	: 	: 	15695 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S,NL	42060 	41135 	40615 	39440 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S,NO	58126 	54371 	48461 	49733 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S,PL	9906 	9683 	8604 	10051 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S,RO	5619 	5426 	5221 	5777 	5062 	3934 	3241 
EUR,TOTAL,TOT_FTE,T,B-S,SE	39688 	36797 	32164 	34620 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S,SI	18312 	17956 	17286 	16711 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S,SK	10524 	10259 	9908 	9197 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S_X_O,BG	4173 	3941 	3701 	3294 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S_X_O,CH	: 	55005 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S_X_O,CY	27121 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S_X_O,CZ	11926 	11277 	10534 	10805 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S_X_O,EE	9932 	9353 	9224 	9721 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S_X_O,ES	24804 	24668 	23990 	23130 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S_X_O,HR	: 	12436 	12306 	12284 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S_X_O,IE	: 	: 	39675 	40274 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S_X_O,LT	6962 	6754 	6968 	7275 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S_X_O,LV	7759 	7424 	7685 	7915 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S_X_O,NL	41650 	40659 	40174 	38995 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S_X_O,NO	: 	: 	48461 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S_X_O,PL	9719 	9484 	8426 	9862 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S_X_O,RO	5534 	5310 	5066 	5559 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S_X_O,SE	39553 	36671 	32050 	34534 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S_X_O,SI	18051 	17672 	16949 	16437 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,B-S_X_O,SK	10494 	10134 	9790 	9184 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,C,BG	3568 	3375 	3138 	2923 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,C,CH	: 	55527 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,C,CY	22311 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,C,CZ	11598 	10907 	9972 	10373 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,C,EE	9542 	9017 	8569 	9005 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,C,ES	26658 	26505 	25163 	24679 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,C,HR	: 	10751 	10686 	10722 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,C,IE	: 	: c	: c	: c	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,C,IT	: 	28733 	27659 	27053 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,C,LT	6945 	6706 	6784 	7049 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,C,LV	7239 	6870 	6890 	7059 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,C,MT	: 	: 	: 	17961 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,C,NL	43197 	41921 	41275 	40715 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,C,NO	57728 	54221 	48570 	49167 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,C,PL	9022 	8763 	7668 	9168 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,C,RO	5090 	4747 	4288 	4526 	4130 	3233 	2751 
EUR,TOTAL,TOT_FTE,T,C,SE	42647 	39354 	34047 	36389 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,C,SI	16354 	15739 	14441 	14322 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,C,SK	10397 	9833 	9189 	8817 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,D,BG	8997 	8514 	8020 	6678 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,D,CH	: 	69011 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,D,CY	33476 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,D,CZ	19725 	19126 	17902 	17039 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,D,EE	14246 	13319 	12674 	11843 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,D,ES	51293 	49371 	50984 	49033 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,D,HR	: 	15870 	16074 	15108 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,D,IE	: 	: c	: c	: c	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,D,IT	: 	43631 	44209 	43490 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,D,LT	10536 	10254 	10295 	10141 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,D,LV	11350 	10964 	10436 	11034 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,D,MT	: 	: 	: 	19216 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,D,NL	59850 	57285 	57446 	54703 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,D,NO	71086 	64940 	58095 	59200 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,D,PL	16366 	15777 	13505 	15496 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,D,RO	10938 	10529 	9966 	10629 	8772 	7004 	5873 
EUR,TOTAL,TOT_FTE,T,D,SE	50122 	46012 	41371 	42590 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,D,SI	25738 	25148 	24251 	23362 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,D,SK	16632 	15841 	15044 	13347 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,E,BG	4073 	3913 	3729 	3422 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,E,CH	: 	53788 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,E,CY	23018 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,E,CZ	11429 	10944 	10009 	10324 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,E,EE	9954 	9628 	9748 	9960 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,E,ES	27384 	27008 	24924 	24023 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,E,HR	: 	11893 	11843 	11868 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,E,IE	: 	: c	: c	: c	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,E,IT	: 	29296 	28789 	27785 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,E,LT	6776 	6769 	6746 	7111 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,E,LV	8172 	7664 	7659 	8024 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,E,MT	: 	: 	: 	17990 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,E,NL	45246 	44458 	43279 	42326 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,E,NO	54431 	49823 	45454 	46329 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,E,PL	9781 	9696 	8501 	9847 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,E,RO	5139 	4826 	4668 	4992 	4400 	3458 	2817 
EUR,TOTAL,TOT_FTE,T,E,SE	40260 	37644 	31880 	34281 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,E,SI	17321 	17336 	16957 	16627 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,E,SK	9803 	9667 	9213 	8206 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,F,BG	3722 	3601 	3459 	2828 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,F,CH	: 	52416 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,F,CY	27829 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,F,CZ	11085 	10576 	9997 	10077 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,F,EE	10123 	9527 	9223 	10643 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,F,ES	23364 	22855 	22467 	21230 	: 	: 	: 
EUR,TOTAL,TOT_FTE,T,F,HR	: 	10069 	10182 	10314 	: 	: 	: 
